// New! RANDGAL.DAT - specifies the units to add to various structures for a randomly generated galaxy
//                    based on RUIN / ALIENRUIN.DAT (note that Power Min / Max compare directly to Garrison Strength - see below)
//
// The number of stack types is FIXED to the number of buildings in STRBUILD.DAT
//
// Unit Kind Numbers - see UNIT.DAT
// Owner Numbers - see TREATY.DAT
//
// Move Type Numbers:       Statistics      Weapons             Resource Type Numbers:
//   -1 Any                 -1 Any          -1 Any              -1 Any
//    0 Foot                 0 Move Points   0 Water             0 Food
//    1 Wheel                1 Spot          1 Air               1 Energy
//    2 Tread                2 Camouflage    2 Indirect          2 Metal
//    3 Air                  3 Agility       3 Direct            3 Trace
//    4 Naval                4 Armor         4 Close             4 Exotica
//    5 Space                5 Psy Def       5 Psy               5 Chemicals
//    6 Hover                                6 Ranged Space      6 Biochems
//    7 Jump                                 7 Direct Space      7 Electronics
//    8 Crawler                              8 Close Space       8 Ceramsteel
//    9 Lander                              22 Ground Weapons    9 Wetware
//   10 Mech                                33 Space Weapons    10 Monopols
//   11 Gate                                99 Any Weapon       11 Gems
//   12 Underwater                                              12 Singularities
//   22 Ground Units only (exclude Mech & Gate)
//   33 Space Units only
//   44 Hybrid Ground Units only (include Mech & Gate)
//
// Note that Naval & Underwater are only considered if there is water in an adjacent hex
//
// The units that can appear are arranged as follows:
//
// Row #1: Starts with brace, {, and then the number of the stack (starts at 0)
//         Master Owner - the player that will control the ruin forces
//         Min Units - the minimum number of units that will appear
//         Max Units - the maximum number of units that will appear
//         Power Min - compares the unit's garrison strength to this value
//         Power Max - compares the unit's garrison strength to this value
//
// Row #2: Owner - only consider units from this owner
//         Kind - specify the kind of unit (see UNIT.DAT for a description of KIND), -1 means none
//         Min Number - the minimum number of Kind of unit that will be in the stack, -1 means any number
//         Max Number - the maximum number of Kind of unit that will be in the stack, -1 means any number
//         MoveType - whether a unit of a particular movetype is required (listed above), -1 means any movetype
//         Statistic - whether a unit has to have a statistic (listed above) that is greater than the Statisic Value, -1 means any Statistic
//         Stat Value - the value the statistic has to exceed, -1 means any value
//         Weapon - whether a unit's accuracy * strength for that weapon type (listed above) is greater than the Weapon Value, -1 means any value
//         Weapon Value - the value the weapon accuracy * strength has to exceed, -1 means any value 
//         Resource - whether a unit has a resource requirement (listed above) that is greater than the Resource Value, -1 means any Resource
//         Resource Value - the value the resource number has to exceed, -1 means any value
//
// Notes:
//   1. Each set of criteria should be considered to be ANDed with another
//
// Stack Master Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{0  13   8  10   0  250
    99     114       0             1          -1          -1        -1          -1      -1              -1          -1
    99     113       0             1          -1          -1        -1          -1      -1              -1          -1
    99      84       0             1          -1          -1        -1          -1      -1              -1          -1
    99     125       0             1          -1          -1        -1          -1      -1              -1          -1
    99     124       0             1          -1          -1        -1          -1      -1              -1          -1
    99      83       0             1          -1          -1        -1          -1      -1              -1          -1
    99      97       0             1          -1          -1        -1          -1      -1              -1          -1
    99      55       0             1          -1          -1        -1          -1      -1              -1          -1
    99      92       0             1          -1          -1        -1          -1      -1              -1          -1
    99      51       0             1          22          -1        -1          -1      -1              -1          -1
    99     120       0             1          -1          -1        -1          -1      -1              -1          -1
    99      84       0             1          -1          -1        -1          -1      -1              -1          -1
    99     123       0             1          -1          -1        -1          -1      -1              -1          -1
    99     125       0             1          -1          -1        -1          -1      -1              -1          -1
    99     124       0             1          -1          -1        -1          -1      -1              -1          -1
    99      97       0             1          -1          -1        -1          -1      -1              -1          -1
    99     115       0             1          -1          -1        -1          -1      -1              -1          -1
    99     127       0             1          -1          -1        -1          -1      -1              -1          -1
    99     128       0             1          -1          -1        -1          -1      -1              -1          -1
    99     129       0             1          -1          -1        -1          -1      -1              -1          -1
    99      83       0             1          -1          -1        -1          -1      -1              -1          -1
    99     131       0             1          -1          -1        -1          -1      -1              -1          -1
    99     114       0             1          -1          -1        -1          -1      -1              -1          -1
    99     113       0             1          -1          -1        -1          -1      -1              -1          -1
    99     137       0             1          -1          -1        -1          -1      -1              -1          -1
    99      55       0             1          -1          -1        -1          -1      -1              -1          -1
    99     139       0             1          -1          -1        -1          -1      -1              -1          -1
    99     138       0             1          -1          -1        -1          -1      -1              -1          -1
    99     102       0             1          -1          -1        -1          -1      -1              -1          -1
    99     140       0             1          -1          -1        -1          -1      -1              -1          -1
    99     127       0             1          -1          -1        -1          -1      -1              -1          -1
    99     144       0             1          -1          -1        -1          -1      -1              -1          -1
    99      92       0             1          -1          -1        -1          -1      -1              -1          -1
    99      48       0             1          -1          -1        -1          -1      -1              -1          -1
    99     152       0             1          -1          -1        -1          -1      -1              -1          -1
    99     144       0             1          -1          -1        -1          -1      -1              -1          -1
    99      99       0             1          -1          -1        -1          -1      -1              -1          -1
    99     106       0             1          -1          -1        -1          -1      -1              -1          -1
    99     102       0             1          -1          -1        -1          -1      -1              -1          -1
    99     103       0             1          -1          -1        -1          -1      -1              -1          -1
    99     115       0             1          -1          -1        -1          -1      -1              -1          -1
    99     123       0             1          -1          -1        -1          -1      -1              -1          -1
    99     127       0             1          -1          -1        -1          -1      -1              -1          -1
    99     129       0             1          -1          -1        -1          -1      -1              -1          -1
